Programme;Station;datetime;cost;profit;order_sum;male in %;new customer in %;vis
625;31;2020-01-26 20:12:00;38.0;3.1533526711537507;0.0130177827815931;41.60011147768154;27.48995039388496;90
101;26;2020-01-26 20:14:00;8.0;6.067702257270855;0.04312530579031886;99.58182029721291;61.966268141540695;18
778;25;2020-01-26 20:15:00;8.0;5.293507506033308;0.03726747189995998;94.43496391793764;27.782979550218798;99
639;35;2020-01-26 20:30:00;14.0;11.383673676782848;0.23898026900946265;21.220964339158087;72.67839277711153;390
719;39;2020-01-26 20:40:00;0.0;0.0;0.0;15.15496712154798;8.839785653818005;0
847;0;2020-01-26 20:41:00;51.0;-0.43037562573087657;0.029066775205947307;49.03032094521201;12.47587934137752;199
1327;23;2020-01-26 20:59:00;17.0;-0.6774164254920311;0.00941199999232422;42.703398060613765;0.0;36
101;26;2020-01-26 20:59:00;8.0;-0.3286126675309081;0.004565732845984752;45.861018225275494;10.920277687609598;18
224;41;2020-01-26 20:59:00;27.0;-1.0715700135464155;0.014888356083111202;29.803870715277792;0.0;54
29;46;2020-01-26 21:00:00;5.0;0.0;0.0;17.33249098520342;45.2260447194399;0
1100;25;2020-01-26 21:00:00;8.0;0.0;0.0;86.38402921337457;8.555850569586816;9
167;1;2020-01-26 21:01:00;18.0;0.0;0.0;8.894642376398954;35.246036995348966;9
792;21;2020-01-26 21:02:00;15.0;0.0;0.0;85.78520207696985;0.0;9
13;34;2020-01-26 21:05:00;5.0;0.4804436365135766;0.021548549639055753;98.96895580621792;58.51172444260132;0
0;11;2020-01-26 21:07:00;18.0;-0.15067254180813383;0.0010495808008856025;34.404781885047484;33.93181194002386;9
500;18;2020-01-26 21:07:00;15.0;-0.14368950065481562;0.0010009371274042732;2.666835325781436;48.375952921636824;9
762;22;2020-01-26 21:10:00;9247.0;-0.9290535939812339;0.00598984723889384;6.929453456568934;42.54799639350801;7295
1121;32;2020-01-26 21:11:00;34.0;-0.0044137725838804525;2.845672595847649e-05;67.33616249032903;0.0;426
587;6;2020-01-26 21:23:00;14.0;0.0;0.0;46.67078150667946;79.39864948255769;299
1124;30;2020-01-26 21:36:00;146.0;0.8877057555559417;0.01403156416323379;57.278680395405026;60.95405826593152;344
1045;10;2020-01-26 21:38:00;18.0;0.025483775525933873;0.007949722219018199;31.37787198152495;9.123180650241586;54
226;14;2020-01-26 21:39:00;53.0;-0.24573951719401907;0.008843953937059458;2.114215692135324;46.79447058382651;145
1135;27;2020-01-26 21:45:00;18.0;0.19902592776389458;0.05425609121397451;33.23625000167566;56.20304446015582;18
101;26;2020-01-26 21:49:00;8.0;-0.49409094400892156;0.008847727030035519;90.08296719532298;44.35175111723568;18
1100;25;2020-01-26 21:50:00;8.0;-0.8019863610391783;0.021878021830464726;2.0835138601548064;0.0;18
1196;8;2020-01-26 21:56:00;20.0;2.6954108456588357;0.05282547112294918;78.10532698236631;15.1428496508439;63
430;9;2020-01-26 21:56:00;18.0;2.4084889132652654;0.04720228893585939;28.31062602552762;41.962482125795106;54
208;13;2020-01-26 21:57:00;33.0;5.7541274663371755;0.05937639124513643;71.98394003215239;0.0;99
667;33;2020-01-26 21:57:00;34.0;6.1150559956942026;0.0631007845082346;12.000830204461376;20.972919543578627;108
13;34;2020-01-26 22:55:00;5.0;-0.13418446415712246;0.03872382517048993;93.76797208162981;9.68624184130536;145
903;23;2020-01-27 08:04:00;17.0;-0.07116331539069412;0.0004997765617916122;24.018402522335837;72.75822694018538;172
47;25;2020-01-27 08:25:00;8.0;-0.33562427670408546;0.020086094848991334;18.93676861130672;18.329051811701675;81
722;26;2020-01-27 08:49:00;8.0;0.0;0.0;8.94481530846467;4.458607863450823;154
68;23;2020-01-27 08:55:00;17.0;-0.0164993073958568;0.004559270432030918;91.22287426972838;69.32449421873892;145
807;21;2020-01-27 09:02:00;6.0;-0.06766656514221908;0.0018851515148014175;3.885513020066722;33.13905118967314;54
890;11;2020-01-27 09:10:00;9.0;0.0;0.0;31.841506532577167;57.88515390303435;208
81;26;2020-01-27 09:14:00;8.0;9.587332954653153;0.048334054416289386;9.572245583297867;11.537309694376269;72
552;24;2020-01-27 09:17:00;148.0;-3.8945251085713832;0.054495399624802425;21.21637293299804;76.04200672988706;308
1124;30;2020-01-27 09:17:00;11.0;-0.28869721677968596;0.0040396889891277064;78.311868848454;0.0;27
1002;10;2020-01-27 09:19:00;9.0;0.024568532739007557;0.00017998313337972048;19.958072785799896;46.88499345066077;27
