,Programme,Profit_first_month,Profit_second_month,successful
299,146,2.753300691530235,14.734462973334818,0.0
154,147,0.17455247209715866,2.2167417271724306,0.0
1338,148,2.0068769389304184,7.198152979026851,0.0
830,149,-0.8269340296750982,0.9183040812172713,0.0
1186,150,-3.7703859419537817,34.40624419446418,0.0
19,151,1.9954547883389508,2.1432241617319043,0.0
540,152,0.005119982952911153,1.1654230982176097,0.0
1334,153,-0.4135984721274405,0.9484591548802117,0.0
607,154,11.174044328292077,9.793793719924855,1.0
558,155,0.00545152581663461,0.7297587735825675,0.0
1067,156,1.106236756090098,6.937265185883397,0.0
968,157,0.8870402543289293,3.0546401405371877,0.0
221,158,0.8637655235487646,8.42699895847618,0.0
760,159,-2.6644178367235405,21.110966346663144,0.0
1254,160,-16.56889239942047,0.36224139926345406,0.0
1075,161,-2.3696092473389827,3.4029825772627627,0.0
101,162,21.954450944706352,107.86027549553427,0.0
1081,163,0.0,0.16421265213000305,0.0
726,164,-4.802740021590954,-0.7148421836000693,0.0
1463,165,0.014762972314567331,1.7745441960999295,0.0
1214,166,18.327590107427188,11.45939226369702,1.0
1288,167,28.674684704099086,-1.141180185888253,1.0
1226,168,94.46834080655394,161.4643322700724,0.0
994,169,0.04431888806616775,-0.7785885088738496,1.0
1278,170,2.020475964303893,65.674348524903,0.0
539,171,1.171638097588572,0.8256140137806481,1.0
868,172,2.1467399049627733,1.9517305877471798,1.0
296,173,0.0,2.3646527286873353,0.0
778,174,-5.052114231641936,24.37198190671861,0.0
1054,175,0.002653798244599128,0.20269669099418525,0.0
839,176,0.0,0.8618534108693664,0.0
422,177,0.0,1.0040067781196933,0.0
1310,178,-2.351724200964147,-0.37407906263373203,0.0
1133,179,14.81805829805945,2.887126262599106,1.0
1135,180,0.19902592776389455,5.95930540107466,0.0
1193,181,0.030194112298777026,0.5237544771251037,0.0
1387,182,2.266834763936436,4.652551922824838,0.0
1493,183,-1.1908463212135745,1.4953778724018814,0.0
652,184,30.17243199755209,6.9409544523833455,1.0
1259,185,0.06089142812546285,6.254259674004925,0.0
254,186,-0.2772650192025313,8.145294072984296,0.0
961,187,-2.176997660674526,4.86927874402039,0.0
1117,188,18.923961958909487,102.95342038147695,0.0
810,189,-4.1508913442015585,7.047580960409579,0.0
1394,190,3.6375926937352987,8.894524775669309,0.0
355,191,-0.33145194138223555,3.506204531428651,0.0
597,192,-0.003131892777287066,0.9217774422288751,0.0
794,193,9.31474816843155,5.247795016566296,1.0
1220,194,0.16401671329761114,7.8508223632726075,0.0
1383,195,0.04493270567883382,10.384839014736745,0.0
1096,196,-1.8958895923301289,0.5250091475870711,0.0
798,197,0.055023501417897,3.330186373208864,0.0
745,198,4.623883149875448,2.6606717120350387,1.0
277,199,0.0,4.358891329419047,0.0
1161,200,-0.5464404398235166,-0.04701309751460874,0.0
853,201,0.033053388092226084,0.9954109820189361,0.0
1041,202,0.0,1.3629711031674043,0.0
1433,203,-0.1719708662184641,1.2091985002464947,0.0
912,204,2.8676972532983362,3.1285279663536087,0.0
1222,205,0.23014711524713186,10.39276591920489,0.0
1120,206,0.2354798868085616,2.6078257888345306,0.0
505,207,4.0480254543274174,3.243021864000141,1.0
1297,208,0.0,6.346836576185021,0.0
1115,209,4.923630400166424,7.174567499294006,0.0
218,210,32.17250350683479,41.45336531033479,0.0
264,211,0.0,0.8141494591597382,0.0
1473,212,-33.87109934463925,6.333457220704528,0.0
318,213,-0.14490764815143453,4.930699344896866,0.0
1458,214,0.0,10.874567630145371,0.0
217,215,18.37519548741246,58.35534110654721,0.0
112,216,-1.7206990250119294,0.11651932436357482,0.0
92,217,-0.024560615807657428,0.20711441017896842,0.0
1148,218,-0.8662101641414566,40.56621381459957,0.0
1498,219,1.6533627558533084,14.4790897284268,0.0
758,220,-5.650760783457669,13.624110491055717,0.0
500,221,-0.14368950065481562,0.8516360914476675,0.0
228,222,-0.22526263021137224,3.123325382017561,0.0
945,223,0.002092231283260595,0.6252979562574276,0.0
138,224,0.0,-0.07691162733974144,1.0
393,225,0.0,1.3023687972343814,0.0
694,226,0.61090148451033,2.099169279851903,0.0
49,227,8.38056653672006,13.241274025122005,0.0
348,228,-2.8016818183583245,2.7437478867963243,0.0
1360,229,2.396784659697716,9.181158874011151,0.0
106,230,0.7402022238345425,2.9853442924843527,0.0
110,231,-0.010136087840196756,3.8227071707918068,0.0
511,232,0.08819781818551475,0.3635763510581886,0.0
727,233,0.0,1.6842402197524629,0.0
1145,234,0.43149578633479957,5.065908007655757,0.0
1074,235,-2.5545146500020555,2.075547722607523,0.0
1025,236,-0.306686647747497,2.070202345503645,0.0
359,237,3.0697407015928384,9.460038149972776,0.0
1083,238,0.15974761274436464,-1.4471219876533046,1.0
1086,239,12.867508793919676,-1.0796664869393766,1.0
1308,240,0.0,9.403109709111524,0.0
176,241,0.8674324789543008,0.8342051904264818,1.0
548,242,-0.0020757699834902986,0.4237197239494941,0.0
877,243,0.0,0.789401786703493,0.0
436,244,0.0,-0.5992837305318615,1.0
664,245,-0.1954710044384291,0.8694961084441077,0.0
504,246,1.7494979515436144,40.30654779796638,0.0
923,247,0.0,2.036021693823893,0.0
576,248,-2.524440923712468,0.3477577541944703,0.0
1389,249,0.0,3.3066306063024196,0.0
57,250,0.0010261209380378624,1.348181673018312,0.0
27,251,0.09507885128903988,4.609768375998617,0.0
1184,252,5.131416730018388,3.44425523964327,1.0
952,253,2.118472227609124,0.6411463200024641,1.0
100,254,0.0,2.3296086626039427,0.0
708,255,0.011641171097281496,0.2606537804685663,0.0
1279,256,0.0,4.193338745172203,0.0
781,257,2.020127746609473,0.6842931134464094,1.0
486,258,3.184229896581504,2.7216090356092204,1.0
54,259,1.0660602162509787,14.229281770545528,0.0
237,260,-3.5233225106739288,6.848299811261448,0.0
364,261,0.0,2.47536836607968,0.0
137,262,0.9620548065674704,36.4484401581896,0.0
163,263,9.840827274977825,3.1777334609226338,1.0
1365,264,-0.4794103682269715,1.1185635970622116,0.0
174,265,1.0284324606131447,-0.032593493116403714,1.0
1077,266,-0.01592123448337881,2.2664701174683706,0.0
1140,267,-5.146005279628087,4.071727932299051,0.0
1196,268,8.86243320478613,56.85266215283557,0.0
754,269,-0.08137278147262604,5.428895975820299,0.0
469,270,11.166453830576645,5.070318776086895,1.0
1253,271,-0.2621495065419481,0.4299359334397735,0.0
362,272,3.955068419116536,4.079212927854713,0.0
363,273,-0.2763502414445888,-0.5533363521458079,1.0
369,274,1.0924819754391053,4.715878454305567,0.0
382,275,0.0,7.835033036263456,0.0
377,276,10.330147528775774,23.690346173913543,0.0
882,277,-16.1102908903502,16.15725811469341,0.0
241,278,0.0005416986648860158,5.183106372204954,0.0
1354,279,0.5910993464316113,0.2964220820488852,1.0
823,280,1.2022777379029388,7.746501593886093,0.0
819,281,0.0,3.558909759575591,0.0
857,282,-2.6484726291212977,6.328006978099367,0.0
1168,283,0.0,0.5649528129880136,0.0
1268,284,2.979383343817048,3.2648882089729216,0.0
1119,285,0.0,5.686075793114785,0.0
1032,286,24.36930726117286,0.21762436843731028,1.0
1452,287,1.2541719467168484,0.9953680327835193,1.0
1258,288,-0.16269769191871672,4.358830161674986,0.0
1440,289,1.796102758110115,0.42623013082705186,1.0
752,290,0.0978714619283062,1.4759613792544135,0.0
761,291,-15.317002581083688,4.849459440321755,0.0
646,292,2.155392894713388,1.134006099791288,1.0
189,293,0.2612192097206774,6.677231755497162,0.0
1348,294,0.01712213430076263,0.5120271763617327,0.0
769,295,0.10703938157871276,18.825288724200576,0.0
411,296,-0.05868254029464196,2.9741188164292716,0.0
1020,297,2.9493706533972963,0.9530338258066332,1.0
1240,298,-4.625585884143092,-0.5989261388798754,0.0
624,299,-9.754768395726538,1.8214678136295013,0.0
1066,300,0.0,0.0940711919364937,0.0
386,301,4.233592180300342,1.3030938444113562,1.0
1356,302,-0.9682465332373302,2.1490666088234613,0.0
1353,303,-7.287957253246282,11.490984462223263,0.0
1189,304,-0.7007871162325386,4.636697867382358,0.0
253,305,13.019664077438478,0.1775212428477402,1.0
440,306,4.8998891012455585,2.9877098506220774,1.0
213,307,-0.014332439571327382,4.565386143406808,0.0
119,308,-0.08016961453179862,4.640536951485409,0.0
216,309,29.475395077019847,65.26809718873581,0.0
1139,310,3.8601788780100685,1.1338442143144158,1.0
1026,311,0.7105573073340387,1.3673944271271066,0.0
825,312,18.53090199921224,20.58888534056075,0.0
1079,313,6.559434919587392,11.650356023943583,0.0
1313,314,8.30208878924467,13.019531578993128,0.0
1242,315,2.819581125901544,11.522486557498551,0.0
859,316,-0.3397616250606932,4.3703967332971425,0.0
722,317,53.91847294431118,114.22226329549574,0.0
1197,318,13.683287397452732,27.015196251395153,0.0
84,319,1.6575233670163103,3.1171802948051934,0.0
1472,320,3.8012052159939214,0.683840333594962,1.0
864,321,0.03054914014992432,3.6874623414843146,0.0
620,322,-1.444256978910569,2.515721163121502,0.0
888,323,0.00158743958695917,12.092138620894023,0.0
1309,324,0.1281261605622099,3.302181019668084,0.0
1091,325,33.331074858570744,13.455669253799194,1.0
87,326,0.0,0.40743960525280687,0.0
940,327,-27.264771848703397,21.81765136098768,0.0
184,328,0.9561707157157564,7.84669013812429,0.0
1217,329,8.470677305155904,18.366567476573575,0.0
913,330,-2.7328331976996996,0.10954744365455321,0.0
855,331,0.0,5.6480806383261735,0.0
1046,332,0.991006018713084,0.5471499265479925,1.0
1436,333,-0.11992170703395162,3.3441514439973457,0.0
746,334,-3.608461742734504,0.08606056200923623,0.0
1381,335,24.175746988684573,27.14388183134692,0.0
1303,336,0.0207186134156342,9.011830729880232,0.0
1488,337,-0.0979627427839153,-0.5454343714112335,1.0
801,338,1.1010402987836692,3.8705300078798657,0.0
1430,339,-0.0028276672384028078,3.787837968188745,0.0
1043,340,0.1357240028493832,4.490344154854657,0.0
1101,341,8.643282361766067,48.466683375837825,0.0
598,342,0.13154922794142726,2.8840921067416714,0.0
1014,343,0.6196954524262217,7.173695890220716,0.0
162,344,4.281967574123802,6.467607972765173,0.0
750,345,0.33279494515500835,4.4931449797609035,0.0
530,346,0.0,6.091316425881213,0.0
1018,347,7.725456528570918,28.25874157200447,0.0
1386,348,-1.384837424946722,11.17043495472557,0.0
416,349,-4.1053877702227135,0.4414238537372151,0.0
1105,350,-0.0101380210751696,4.201577928244914,0.0
795,351,-4.9546326154560445,37.97095859538557,0.0
849,352,0.0,2.3198445382518322,0.0
918,353,3.2811323570297555,4.9501026819695255,0.0
1300,354,26.298867661458505,16.685238458600647,1.0
533,355,-0.2030084594215808,50.52932348831093,0.0
1158,356,-0.006683986836321203,2.85359853317828,0.0
412,357,0.19911658481167274,1.3422121826860098,0.0
462,358,-0.1579173327129889,4.044877795819404,0.0
1162,359,20.866504559195473,43.81985119005887,0.0
1335,360,0.8849626870722601,5.6221528981195785,0.0
458,361,42.392902326397156,1.818737251822982,1.0
603,362,0.0,-0.7545025304616796,1.0
711,363,0.8019672652938572,2.0108271071098547,0.0
1221,364,-2.1104684078884497,2.5163554135731707,0.0
1329,365,6.837287242559183,19.826654847034785,0.0
1491,366,-1.482335249365623e-06,-0.4413169318765371,1.0
715,367,8.287911772445018,21.557310320152588,0.0
153,368,1.6209938381075943,5.577404055323107,0.0
529,369,5.047248151685232,6.890891640459106,0.0
1143,370,-1.7306235090249154,2.155435762636044,0.0
633,371,-2.519267924452796,1.5615217640348333,0.0
705,372,131.29817711271596,56.12002730673645,1.0
339,373,-0.17526140004358207,3.5919751101737716,0.0
714,374,0.0,10.41746784949045,0.0
553,375,-3.483615819438328,0.2722683067370523,0.0
485,376,0.008921567230880537,-0.06945547429905985,1.0
996,377,0.007710334781236606,1.5776633938833686,0.0
863,378,0.0,0.22281006916793628,0.0
1370,379,-6.627798773501478,5.9758250070499725,0.0
631,380,1.1228802195452812,7.139294194881235,0.0
1307,381,0.0,3.8740960755763907,0.0
1126,382,2.2635982821179597,3.211617328705252,0.0
980,383,2.0752599296105867,5.419469728159714,0.0
1116,384,10.341833894548975,45.46367775244537,0.0
269,385,15.685168868502423,33.54724018636481,0.0
972,386,4.6881853987724105,6.319903968409047,0.0
1073,387,3.1768657719970315,1.4588106232513278,1.0
542,388,25.027273704921953,0.5065880191734368,1.0
569,389,-1.821600893825139,2.528770820075764,0.0
517,390,-1.0897580204484676,7.415742521887706,0.0
521,391,3.454434868763618,49.6500275608449,0.0
587,392,-0.7130051618638352,19.61285756820592,0.0
838,393,-3.157279207480176,3.8547383148639396,0.0
443,394,0.0,0.6422975366048463,0.0
755,395,-0.2677127246139332,4.074452755386646,0.0
1050,396,27.770310898230914,25.630185583580257,1.0
816,397,-0.10703433617234916,0.760471911019279,0.0
874,398,-0.1253924065712159,1.6125506908986023,0.0
1011,399,-1.8402786316473323,10.679557846185002,0.0
1323,400,-0.3384155752541263,5.390552468100728,0.0
626,401,1.2460510818592432,2.7053879108872407,0.0
936,402,0.0,0.2734651119281945,0.0
1241,403,0.17761519489782215,4.529320696562813,0.0
1245,404,-0.9568949179976842,4.345553790870135,0.0
26,405,8.97813109604942,42.19529646753732,0.0
1424,406,1.9670547577803996,17.69555446281414,0.0
1481,407,137.56250432995247,12.325783396232628,1.0
817,408,3.38632973281562,2.013141171239238,1.0
1008,409,0.5048714259257521,10.346258640155924,0.0
325,410,-0.005803423853112274,0.5452796344218911,0.0
493,411,0.0,-0.10424557479223724,1.0
403,412,0.0,0.11021852458463594,0.0
764,413,7.731241875604761,24.47119014880163,0.0
1123,414,-0.04461761937399317,0.18644407920249165,0.0
1187,415,0.0,0.6183584096102507,0.0
1461,416,9.722901026381008,8.537370787969161,1.0
557,417,1.3429605435269711,2.7149340179792905,0.0
1351,418,-0.021690146155047548,2.9493505907110653,0.0
1060,419,0.02101414512314208,6.999858955485978,0.0
1336,420,0.6067334699253099,0.05213995915167647,1.0
415,421,5.75451155466784,7.416724657345071,0.0
1477,422,11.246754355159242,1.1214987094420652,1.0
640,423,2.383570288809405,6.044606721081472,0.0
381,424,-0.014553390074821903,0.622383370187315,0.0
536,425,112.06700114525889,15.236761624581607,1.0
779,426,2.258939892285116,-2.121032269204874,1.0
1343,427,0.7109993376801866,0.004145257454046249,1.0
725,428,-0.5642917922146924,5.155041169135725,0.0
1212,429,-0.2057140341067426,9.768924036027721,0.0
1296,430,-0.2571702732401053,1.3897495282790135,0.0
258,431,0.6031485927512553,2.8443969976793797,0.0
672,432,0.4745924280203531,6.020550269117182,0.0
710,433,0.13548879472270614,2.724801140550885,0.0
1506,434,-11.925271806798348,0.06581385153614956,0.0
982,435,1.8844227982835935,0.4206888245068204,1.0
926,436,0.0,3.3647712716828413,0.0
1230,437,1.7985980062258875,1.0561325097166823,1.0
547,438,8.320900677965085,17.762357847937423,0.0
1400,439,1.2607765714472132,10.081787167524212,0.0
736,440,0.9484768752492522,3.1461331847854126,0.0
717,441,-0.012179365743330764,2.0148034511761215,0.0
520,442,1.261129125447436,-0.2846599853079381,1.0
591,443,10.76069068115368,6.48797823286303,1.0
1022,444,0.101633845155602,1.624362514276794,0.0
1090,445,0.0,7.156618372227059,0.0
842,446,0.5713405293006432,5.373403491766812,0.0
445,447,1.1665651011328828,2.492342213273327,0.0
1037,448,-1.0069643506641608,0.12545070314392984,0.0
789,449,47.00012840872482,57.515248587435046,0.0
131,450,0.0,9.182571338487671,0.0
905,451,1.2845634195768634,0.744363642655563,1.0
419,452,3.2065893105687002,3.0735327909506953,1.0
1152,453,-7.878144348602918,1.1165559240631573,0.0
1062,454,-1.660508118104188,5.696517300921167,0.0
759,455,-0.6276305473229012,4.916065916785629,0.0
1392,456,-9.856614659674424,80.79670945727018,0.0
513,457,0.5948395897868863,5.5517671155349735,0.0
1466,458,-0.0518560692479696,2.127491687416746,0.0
95,459,-3.5144929640397464,0.9396584487768114,0.0
1087,460,8.094416112062813,22.60561438294572,0.0
575,461,0.0,2.004247227796189,0.0
433,462,-3.128406761033946,1.4825656047342373,0.0
831,463,-0.21071730015338747,2.911166285910511,0.0
261,464,0.0,3.9416891837646304,0.0
1445,465,0.0,6.426424938202011,0.0
1182,466,0.0,-0.5489702613844654,1.0
1449,467,0.0,1.7261425109023907,0.0
1455,468,0.7962020407215953,2.2204155950813598,0.0
357,469,4.992579297589244,-1.9512099800462315,1.0
219,470,9.018233279618624,2.919746819595346,1.0
304,471,0.3368932684459601,2.54586498492944,0.0
991,472,-1.4776567395769742,-0.063126082859201,0.0
467,473,0.0,2.23882048689511,0.0
804,474,0.0,1.8032245247551346,0.0
648,475,-5.616100797892406,0.7272970377676466,0.0
833,476,8.866864605275016,3.209138728031805,1.0
1129,477,0.0,4.020631491987059,0.0
756,478,3.0520452644131915,3.0034979927678553,1.0
563,479,-0.05767689859223565,1.4171452782399978,0.0
922,480,0.888375173922755,2.8705451120248062,0.0
487,481,0.2045802396246745,0.1025238777115052,1.0
796,482,-0.9390290478731315,4.922924946066429,0.0
352,483,-0.9807130850254392,2.456997495333209,0.0
577,484,-18.24380379047652,3.314298156542977,0.0
94,485,0.0,3.638853582776931,0.0
894,486,0.5734506052254613,2.4024840217874353,0.0
1479,487,1.8288791616704243,-4.991691215074757,1.0
1031,488,0.0,1.513587396236462,0.0
1034,489,0.0,1.0976885175819928,0.0
909,490,0.0,2.7357490147088144,0.0
1277,491,23.54413691004093,7.7420829322489055,1.0
1316,492,3.606797371999254,13.313980934070177,0.0
270,493,0.0,-2.718679312746835,1.0
294,494,8.611043042723907,2.073460932623063,1.0
201,495,0.06129985557937698,-0.0233143336151931,1.0
150,496,0.0043072331401640095,5.599043961758592,0.0
822,497,-0.6642158060414212,0.7434926643698754,0.0
852,498,35.94189354591256,1.9342561194208134,1.0
9,499,24.53608298992874,46.23516506128335,0.0
1291,500,-17.943185953497153,3.1898667522263375,0.0
870,501,3.055555303860141,4.183241911499245,0.0
143,502,2.077683325947441,2.6000680654674784,0.0
1346,503,1.1975773457701462,-1.8105420635956122,1.0
400,504,-1.8654066136077383,1.316439957021131,0.0
1059,505,0.16679327929747598,0.1381058736058249,1.0
696,506,0.28599661091285955,4.155683863708655,0.0
1395,507,6.570242995230736,-0.5422659700316115,1.0
1118,508,1.3103673961321574,0.8254881563102067,1.0
322,509,1.7277302703261088,0.706183673447201,1.0
311,510,0.0,3.8533165493897537,0.0
1410,511,-100.92743177081915,-23.67024318565385,0.0
766,512,-4.516534047849241,0.9340756005114929,0.0
1061,513,1.8828502270051741,3.4080985372434367,0.0
1350,514,2.3006053060279927,5.007053866908635,0.0
987,515,-5.601624575227075,4.730554470509477,0.0
1262,516,0.07357901928585854,3.1104590550780986,0.0
650,517,0.0,-0.17821331728921339,1.0
562,518,-0.22363309547494434,7.109271417158083,0.0
807,519,24.142410355539585,87.66991354064662,0.0
193,520,0.06928536191571963,6.309859414452901,0.0
68,521,3.172553906365164,19.956540056688326,0.0
287,522,-0.6150767678744871,7.868475400801136,0.0
230,523,0.5313055046501075,0.1425279601614468,1.0
334,524,0.142214403975224,3.644257224289419,0.0
1198,525,5.176944445187046e-07,0.9249874282786474,0.0
546,526,-4.9024893109519665,9.051371092836806,0.0
231,527,0.6857861275983628,5.5673142266889775,0.0
768,528,-2.298217861694903,10.905715354460948,0.0
303,529,0.0,5.535048696057097,0.0
1264,530,0.4768854338914312,0.44646243862603063,1.0
447,531,-0.3225398621461216,3.789506345340881,0.0
1273,532,-3.658253149396008,3.9028586722877816,0.0
452,533,0.0,1.872436932314688,0.0
42,534,-0.06946232742546553,7.692255931315756,0.0
451,535,-0.02836009048151609,-0.05666886989485522,1.0
168,536,0.0,10.734542723751725,0.0
1078,537,-0.3874553926684786,1.327495511641855,0.0
973,538,0.023977168021111443,-2.2771643630951823,1.0
527,539,-1.4771383398227995,-0.2366523475331901,0.0
305,540,1.1256586829691562,0.21964299040712967,1.0
384,541,22.403417565633973,0.6275296814020415,1.0
671,542,42.82529559365496,10.516051510380267,1.0
450,543,-0.3832471488844324,-0.01755275048335048,0.0
697,544,0.0,5.098386843987029,0.0
78,545,1.5579753230066382,1.0033409360872623,1.0
674,546,-1.080598662433836,2.723077815942719,0.0
832,547,0.052546527017156265,0.5177108499498597,0.0
1109,548,2.5626746593744643,1.5507324905871576,1.0
472,549,8.560928734065303,3.9807425097414364,1.0
854,550,1.404657435533929,3.0094235105556937,0.0
409,551,-3.167949431662116,-0.014715026532388776,0.0
44,552,11.712951335583513,2.273512918410171,1.0
1179,553,0.0,0.2373676707826671,0.0
196,554,0.1470349833439183,2.2119614275706865,0.0
